Site_ID,Variable,Start_Date,Height,Instrument_Model,Instrument_Model2,Comment,BASE_Version
US-SRM,SWC_PI_1_7_A,,-1,SWC-TDR,,,17-May
US-SRM,SWC_PI_1_8_A,,-1.3,SWC-TDR,,,17-May
US-SRM,SWC_PI_1_3_A,,-0.2,SWC-TDR,,,17-May
US-SRM,SWC_PI_1_4_A,,-0.3,SWC-TDR,,,17-May
US-SRM,SWC_PI_1_5_A,,-0.5,SWC-TDR,,,17-May
US-SRM,SWC_PI_1_6_A,,-0.7,SWC-TDR,,,17-May
US-SRM,TA_1_1_1,,6,TEMP-ElectResis,,,17-May
US-SRM,TA_1_2_1,,2,TEMP-ElectResis,,,17-May
US-SRM,T_CANOPY_1_1_1,,7,TEMP-Other,,,17-May
US-SRM,T_CANOPY_2_1_1,,7,TEMP-Other,,,17-May
US-SRM,T_SONIC,,7.82,SA-Campbell CSAT-3,,,17-May
US-SRM,USTAR,,7.82,SA-Campbell CSAT-3,,,17-May
US-SRM,TS_PI_1_1_A,,-0.05,TEMP-TCouple,,,17-May
US-SRM,TS_PI_1_2_A,,-0.1,TEMP-TCouple,,,17-May
US-SRM,TS_PI_1_7_A,,-1,TEMP-TCouple,,,17-May
US-SRM,TS_PI_1_8_A,,-1.3,TEMP-TCouple,,,17-May
US-SRM,TS_PI_1_3_A,,-0.2,TEMP-TCouple,,,17-May
US-SRM,TS_PI_1_4_A,,-0.3,TEMP-TCouple,,,17-May
US-SRM,TS_PI_1_5_A,,-0.5,TEMP-TCouple,,,17-May
US-SRM,TS_PI_1_6_A,,-0.7,TEMP-TCouple,,,17-May
US-SRM,WD_1_1_1,,7.8,SA-Campbell CSAT-3,,,17-May
US-SRM,WD_1_2_1,,3.5,WIND-VaneAn,,,17-May
US-SRM,WS_1_1_1,,7.8,SA-Campbell CSAT-3,,,17-May
US-SRM,WS_1_2_1,,3.5,WIND-CupAn,,,17-May
US-Sta,CO2,,3,,,,02-May
US-Sta,FC,,3,SA-Other,,CSAT/LI7500,02-May
US-Sta,G_1_1_1,,-0.05,,,,02-May
US-Sta,WS,,3,,,,02-May
US-Sta,H,,3,SA-Other,,CSAT/LI7500,02-May
US-Sta,H2O,,3,,,,02-May
US-Sta,LE,,3,SA-Other,,CSAT/LI7500,02-May
US-Sta,PPFD_IN,,3,,,,02-May
US-Sta,PA,,1,,,,02-May
US-Sta,RH,,3,,,,02-May
US-Sta,SWC_1_2_1,,-0.45,,,,02-May
US-Sta,TA,,2,,,,02-May
US-Sta,TS_1_1_1,,-0.1,TEMP-Other,,Thermocouple,02-May
US-Sta,TS_1_2_1,,-0.2,TEMP-Other,,Thermocouple,02-May
US-Sta,USTAR,,3,WIND-Other,,CSAT,02-May
US-Sta,VPD_PI,,3,,,,02-May
US-Sta,WD,,3,WIND-Other,,CSAT,02-May
US-SuM,CO2,,,GA-Other,,li7500_1,02-May
US-SuM,G,,-0.05,,,,02-May
US-SuM,H2O,,,GA-Other,,li7500_1,02-May
US-SuM,TS,,-0.05,,,,02-May
US-SuS,CO2,,,GA-Other,,li7500_1,02-May
US-SuS,G,,-0.05,,,,02-May
US-SuS,H2O,,,GA-Other,,li7500_1,02-May
US-SuS,TS_1_1_1,,-0.05,,,,02-May
US-SuS,TS_1_2_1,,-0.2,,,,02-May
US-SuW,CO2,,,GA-Other,,li7500_1,02-May
US-SuW,G,,-0.05,,,,02-May
US-SuW,H2O,,,GA-Other,,li7500_1,02-May
US-SuW,TS,,-0.2,,,,02-May
US-Syv,APAR,,,RAD-PAR Quantum,,,12-May
US-Syv,CO2_1_7_1,,0.6,GA_CP-LI-COR LI-6252,,,12-May
US-Syv,CO2_1_6_1,,1.8,GA_CP-LI-COR LI-6252,,,12-May
US-Syv,CO2_1_3_1,,14,GA_CP-LI-COR LI-6252,,,12-May
US-Syv,CO2_1_2_1,,21,GA_CP-LI-COR LI-6252,,,12-May
US-Syv,CO2_1_5_1,,3,GA_CP-LI-COR LI-6252,,,12-May
US-Syv,CO2_1_1_1,,36,GA_CP-LI-COR LI-6262,,,12-May
US-Syv,CO2_1_4_1,,7.6,GA_CP-LI-COR LI-6252,,,12-May
US-Syv,FC_1_2_1,,,GA_CP-LI-COR LI-6262,SA-Campbell CSAT-3,,12-May
US-Syv,FC_1_1_1,,36,GA_CP-LI-COR LI-6262,SA-Campbell CSAT-3,,12-May
US-Syv,FC_DF_1_1_1,,,GA_OP-LI-COR LI-7500A,SA-Campbell CSAT-3,,12-May
US-Syv,G,,-0.075,SOIL_H-Plate,,,12-May
US-Syv,FH2O_DF,,,GA_OP-LI-COR LI-7500A,,lity Flag for H2O flux,12-May
US-Syv,H_1_2_1,,,SA-Campbell CSAT-3,,,12-May
US-Syv,H_1_1_1,,36,SA-Campbell CSAT-3,,,12-May
US-Syv,H_DF_1_1_1,,,SA-Campbell CSAT-3,,,12-May
US-Syv,H2O_1_2_1,,12.2,RH-ElecRes,,,12-May
US-Syv,H2O_1_4_1,,2,RH-ElecRes,,,12-May
US-Syv,H2O_1_1_1,,36,RH-ElecRes,,,12-May
US-Syv,H2O_1_3_1,,7.6,RH-ElecRes,,,12-May
US-Syv,LE_1_2_1,,,GA_CP-LI-COR LI-6262,SA-Campbell CSAT-3,,12-May
US-Syv,LE_1_1_1,,36,GA_CP-LI-COR LI-6262,SA-Campbell CSAT-3,,12-May
US-Syv,LE_DF_1_1_1,,,GA_OP-LI-COR LI-7500A,SA-Campbell CSAT-3,,12-May
US-Syv,NEE_PI,,36,GA_CP-LI-COR LI-6262,SA-Campbell CSAT-3,,12-May
US-Syv,NEE_PI_DF,,36,GA_OP-LI-COR LI-7500A,SA-Campbell CSAT-3,,12-May
US-Syv,NEE_PI_F,,,GA_OP-LI-COR LI-7500A,SA-Campbell CSAT-3,,12-May
US-Syv,PPFD_IN_1_4_1,,1,RAD-PAR Quantum,,,12-May
US-Syv,PPFD_IN_1_2_1,,12,RAD-PAR Quantum,,,12-May
US-Syv,PPFD_IN_1_1_1,,36,RAD-PAR Quantum,,,12-May
US-Syv,PPFD_IN_1_3_1,,6,RAD-PAR Quantum,,,12-May
US-Syv,PPFD_DIF,,36,,,,12-May
US-Syv,P,,,PREC-TipBucGauge,,,12-May
US-Syv,P_CUM,,,PREC-TipBucGauge,,,12-May
US-Syv,PA,,36,PRES-ElectBar,,,12-May
US-Syv,SW_IN,,36,RAD-Pyrrad-SW+LW,,CNR4,12-May
US-Syv,LW_IN,,36,RAD-Pyrrad-SW+LW,,CNR4,12-May
US-Syv,SW_OUT,,36,RAD-Pyrrad-SW+LW,,CNR4,12-May
US-Syv,RH,,36,RH-ElecRes,,,12-May
US-Syv,LW_OUT,,36,RAD-Pyrrad-SW+LW,,CNR4,12-May
US-Syv,NETRAD,,36,RAD-Net radiometer,,Kipp and Zonen CNR4 4-component radiometer installed in 2012,12-May
US-Syv,SH,,,TEMP-TCouple,,,12-May
US-Syv,SLE,,,RH-ElecRes,,,12-May
US-Syv,SWC_1_1_1,,-0.05,SWC-TDR,,,12-May
US-Syv,SWC_2_2_1,,-0.1,SWC-TDR,,,12-May
US-Syv,SWC_2_3_1,,-0.2,SWC-TDR,,,12-May
US-Syv,SWC_1_2_1,,-0.1,SWC-TDR,,,12-May
US-Syv,SWC_1_5_1,,-1,SWC-TDR,,,12-May
US-WCr,CO2_1_2_1,20170808,21.3,GA_SR-LI-COR LI-840A,,,18-May
US-Syv,SWC_1_3_1,,-0.2,SWC-TDR,,,12-May
US-Syv,SWC_1_4_1,,-0.5,SWC-TDR,,,12-May
US-Syv,TA_1_13_1,,0.05,TEMP-TCouple,,,12-May
US-Syv,TA_1_12_1,,0.25,TEMP-TCouple,,,12-May
US-Syv,TA_1_11_1,,0.5,TEMP-TCouple,,,12-May
US-Syv,TA_1_10_1,,0.6,TEMP-TCouple,,,12-May
US-Syv,TA_1_9_1,,1,TEMP-TCouple,,,12-May
US-Syv,TA_1_8_1,,1.8,TEMP-ElectResis,,,12-May
US-Syv,TA_1_6_1,,10,TEMP-TCouple,,,12-May
US-Syv,TA_1_5_1,,15,TEMP-TCouple,,,12-May
US-Syv,TA_1_4_1,,20,TEMP-ElectResis,,,12-May
US-Syv,TA_1_3_1,,23,TEMP-TCouple,,,12-May
US-Syv,TA_1_2_1,,30,TEMP-TCouple,,,12-May
US-Syv,TA_1_1_1,,36,TEMP-ElectResis,,,12-May
US-Syv,TA_1_7_1,,7.6,TEMP-TCouple,,,12-May
US-Syv,TS_1_1_1,,0,TEMP-TCouple,,,12-May
US-Syv,TS_1_3_1,,-0.1,TEMP-TCouple,,,12-May
US-Syv,TS_1_6_1,,-1,TEMP-TCouple,,,12-May
US-Syv,TS_1_4_1,,-0.2,TEMP-TCouple,,,12-May
US-Syv,TS_1_2_1,,-0.05,TEMP-TCouple,,,12-May
US-Syv,TS_1_5_1,,-0.5,TEMP-TCouple,,,12-May
US-Syv,USTAR_2_1_1,,36,SA-Campbell CSAT-3,,,12-May
US-Syv,USTAR_1_1_1,,36,SA-Campbell CSAT-3,,,12-May
US-Syv,USTAR_DF_1_1_1,,,SA-Campbell CSAT-3,,,12-May
US-Syv,VPD_PI,,36,RH-ElecRes,,,12-May
US-Syv,WD_1_2_1,,20,WIND-VaneAn,,,12-May
US-Syv,WD_1_1_1,,36,SA-Campbell CSAT-3,,,12-May
US-Syv,WS_1_2_1,,20,WIND-CupAn,,,12-May
US-Syv,WS_1_1_1,,36,SA-Campbell CSAT-3,,,12-May
US-Ton,CO2_1_1_1,,23.5,GA_OP-LI-COR LI-7500,,,11-May
US-Ton,CO2_1_2_1,,2,GA_OP-LI-COR LI-7500,,,11-May
US-Ton,FC_1_1_1,,23.5,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,11-May
US-Ton,FC_1_2_1,,2,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,11-May
US-Ton,FC_QC_1_2_1,,2,,,,11-May
US-Ton,FC_QC_1_1_1,,23.5,,,,11-May
US-Ton,SG_1_1_1,,-0.01,SOIL_H-Plate,,,11-May
US-Ton,G_PI_F_1_2_1,,-0.01,SOIL_H-Plate,,,11-May
US-Ton,GPP_PI_F_1_2_1,,2,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,11-May
US-Ton,GPP_PI_F_1_1_1,,23.5,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,11-May
US-Ton,H_1_1_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,H_1_2_1,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,H_PI_F_1_1_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,H_PI_F_1_2_1,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,LE_1_1_1,,23.5,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,11-May
US-Ton,LE_1_2_1,,2,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,11-May
US-Ton,LE_PI_F_1_1_1,,23.5,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,11-May
US-Ton,LE_PI_F_1_2_1,,2,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,11-May
US-Ton,NEE_PI_F_1_2_1,,,,SA-Gill R2,,11-May
US-Ton,NEE_PI_F_1_1_1,,,,SA-Gill R2,,11-May
US-Ton,PPFD_IN,,23.5,RAD-PAR Quantum,,,11-May
US-Ton,PPFD_IN_PI_F,,23.5,RAD-PAR Quantum,,,11-May
US-Ton,PPFD_OUT,,23.5,RAD-PAR Quantum,,,11-May
US-Ton,P_1_1_1,,23.5,PREC-TipBucGauge,,,11-May
US-Ton,P_PI_F_1_1_1,,23.5,PREC-TipBucGauge,,,11-May
US-Ton,P_PI_F_1_2_1,,2,PREC-TipBucGauge,,,11-May
US-Ton,PA_1_1_1,,23.5,PRES-ElectBar,,,11-May
US-Ton,PA_1_2_1,,2,PRES-ElectBar,,,11-May
US-Ton,PA_PI_F_1_1_1,,23.5,PRES-ElectBar,,,11-May
US-Ton,PA_PI_F_1_2_1,,2,PRES-ElectBar,,,11-May
US-Ton,RECO_PI_F_1_2_1,,2,,SA-Gill R2,,11-May
US-Ton,SW_IN,,23.5,RAD-SW Pyran Class1,,,11-May
US-Ton,SW_IN_PI_F,,23.5,RAD-SW Pyran Class1,,,11-May
US-Ton,RH_1_1_1,,23.5,RH-Capac,,,11-May
US-Ton,RH_1_2_1,,2,RH-Capac,,,11-May
US-Ton,RECO_PI_F_1_1_1,,23.5,,SA-Gill R2,,11-May
US-Ton,RH_PI_F_1_1_1,,23.5,RH-Capac,,,11-May
US-Ton,RH_PI_F_1_2_1,,2,RH-Capac,,,11-May
US-Ton,NETRAD,,23.5,RAD-Net radiometer,,,11-May
US-Ton,NETRAD_PI_F,,23.5,RAD-Net radiometer,,,11-May
US-Ton,SC_PI_F_1_1_1,,23.5,GA_OP-LI-COR LI-7500,,GA_SR-LI-COR LI-820; GA_SR-LI-COR LI-840,11-May
US-Ton,T_SONIC_SIGMA_1_1_1,20170524,23.5,SA-Gill Windmaster,,,11-May
US-Ton,SC_PI_F_1_2_1,,2,GA_OP-LI-COR LI-7500,,GA_SR-LI-COR LI-820; GA_SR-LI-COR LI-840,11-May
US-Ton,SWC_1_1_1,,0,SWC-TDR,,,11-May
US-Ton,SWC_1_2_1,,-0.2,SWC-TDR,,,11-May
US-Ton,SWC_1_3_1,,-0.5,SWC-TDR,,,11-May
US-Ton,SWC_PI_F_1_1_1,,0,SWC-TDR,,,11-May
US-Ton,SWC_PI_F_1_2_1,,-0.2,SWC-TDR,,,11-May
US-Ton,SWC_PI_F_1_3_1,,-0.5,SWC-TDR,,,11-May
US-Ton,TA_1_1_1,,23.5,TEMP-ElectResis,,,11-May
US-Ton,TA_1_2_1,,2,TEMP-ElectResis,,,11-May
US-Ton,TA_PI_F_1_1_1,,23.5,TEMP-ElectResis,,,11-May
US-Ton,TA_PI_F_1_2_1,,2,TEMP-ElectResis,,,11-May
US-Ton,TS_1_1_1,,-0.02,TEMP-TCouple,,,11-May
US-Ton,TS_1_4_1,,-0.16,TEMP-TCouple,,,11-May
US-Ton,TS_1_5_1,,-0.32,TEMP-TCouple,,,11-May
US-Ton,TS_1_2_1,,-0.04,TEMP-TCouple,,,11-May
US-Ton,TS_1_3_1,,-0.08,TEMP-TCouple,,,11-May
US-Ton,TS_PI_F_1_1_1,,-0.02,TEMP-TCouple,,,11-May
US-Ton,TS_PI_F_1_4_1,,-0.16,TEMP-TCouple,,,11-May
US-Ton,TS_PI_F_1_5_1,,-0.32,TEMP-TCouple,,,11-May
US-Ton,TS_PI_F_1_2_1,,-0.04,TEMP-TCouple,,,11-May
US-Ton,TS_PI_F_1_3_1,,-0.08,TEMP-TCouple,,,11-May
US-Ton,T_SONIC_1_1_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,T_SONIC_1_2_1,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,T_SONIC_SIGMA_1_2_1,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,T_SONIC_SIGMA_1_1_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,USTAR_1_1_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,USTAR_1_2_1,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,USTAR_PI_F_1_1_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,USTAR_PI_F_1_2_1,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,U_SIGMA_PI_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,U_SIGMA_PI_2,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,VPD_PI_1_1_1,,23.5,RH-Capac,,Temp-ElectResis,11-May
US-Ton,VPD_PI_1_2_1,,2,RH-Capac,,Temp-ElectResis,11-May
US-Ton,VPD_PI_F_1_1_1,,23.5,RH-Capac,,Temp-ElectResis,11-May
US-Ton,VPD_PI_F_1_2_1,,2,RH-Capac,,Temp-ElectResis,11-May
US-Ton,V_SIGMA_PI_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,V_SIGMA_PI_2,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,WD_1_1_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,WD_1_2_1,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,WD_PI_F_1_1_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,WD_PI_F_1_2_1,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,WS_1_1_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,WS_1_2_1,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,WS_PI_F_1_1_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,WS_PI_F_1_2_1,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,W_SIGMA_1_1_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,W_SIGMA_1_2_1,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,W_SIGMA_PI_1,,23.5,SA-Gill Windmaster Pro,,,11-May
US-Ton,W_SIGMA_PI_2,,2,SA-Gill Windmaster Pro,,,11-May
US-Ton,ZL_1_2_1,,,SA-Gill R2,,,11-May
US-Ton,ZL_1_1_1,,,SA-Gill R2,,,11-May
US-Tw1,CH4,,4.64,GA_OP-LI-COR LI-7700,,,07-May
US-Tw1,CO2,,4.64,GA_OP-LI-COR LI-7500A,,,07-May
US-Tw1,FC,,4.64,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,07-May
US-Tw1,FC_PI_F,,4.64,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,07-May
US-Tw1,FCH4,,4.64,GA_OP-LI-COR LI-7700,SA-Gill Windmaster,,07-May
US-Tw1,FCH4_PI_F,,4.64,GA_OP-LI-COR LI-7700,SA-Gill Windmaster,,07-May
US-Tw1,FH2O,,4.64,GA_OP-LI-COR LI-7500A,,SA-Gill Windmaster,07-May
US-Tw1,FH2O_PI_F,,4.64,GA_OP-LI-COR LI-7500A,,SA-Gill Windmaster,07-May
US-Tw1,H,,4.64,SA-Gill Windmaster,,,07-May
US-Tw1,H_PI_F,,4.64,SA-Gill Windmaster,,,07-May
US-Tw1,H2O,,4.64,GA_OP-LI-COR LI-7500A,,,07-May
US-Tw1,LE,,4.64,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,07-May
US-Tw1,LE_PI_F,,4.64,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,07-May
US-Tw1,PPFD_IN,,4,RAD-PAR Quantum,,,07-May
US-Tw1,PPFD_OUT,,4,RAD-PAR Quantum,,,07-May
US-Tw1,PA,,2.02,PRES-ElectBar,,,07-May
US-Tw1,SW_IN,,4,RAD-Pyrrad-SW+LW,,,07-May
US-Tw1,LW_IN,,4,RAD-Pyrrad-SW+LW,,,07-May
US-Tw1,LW_OUT,,4,RAD-Pyrrad-SW+LW,,,07-May
US-Tw1,SW_OUT,,4,RAD-Pyrrad-SW+LW,,,07-May
US-Tw1,RH,,4.64,RH-Capac,,,07-May
US-Tw1,NETRAD,,4,RAD-Pyrrad-SW+LW,,,07-May
US-Tw1,TA,,4.64,TEMP-ElectResis,,,07-May
US-Tw1,TAU,,4.64,SA-Gill Windmaster,,,07-May
US-Tw1,TS_1_1_1,,-0.02,TEMP-TCouple,,,07-May
US-Tw1,TS_1_4_1,,-0.16,TEMP-TCouple,,,07-May
US-Tw1,TS_1_5_1,,-0.32,TEMP-TCouple,,,07-May
US-Tw1,TS_1_2_1,,-0.04,TEMP-TCouple,,,07-May
US-Tw1,TS_1_3_1,,-0.08,TEMP-TCouple,,,07-May
US-Tw1,USTAR,,4.64,SA-Gill Windmaster,,,07-May
US-Tw1,VPD_PI,,4.64,RH-Capac,,Temp-ElectResis,07-May
US-Tw1,V_SIGMA,,4.64,SA-Gill Windmaster,,,07-May
US-Tw1,WTD,,,WTD-Press,,,07-May
US-Tw1,WD,,4.64,SA-Gill Windmaster,,,07-May
US-Tw1,WS,,4.64,SA-Gill Windmaster,,,07-May
US-Tw1,W_SIGMA,,4.64,SA-Gill Windmaster,,,07-May
US-Tw2,CO2,,5.15,,,,02-May
US-Tw2,FC,,5.15,,,,02-May
US-Tw2,G,,-0.03,,,,02-May
US-Tw2,H,,5.15,,,,02-May
US-Tw2,H2O,,5.15,,,,02-May
US-Tw3,FC_PI_F,,2.8,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,05-May
US-Tw3,FCH4,,2.8,GA_OP-LI-COR LI-7700,SA-Gill Windmaster,,05-May
US-Tw2,LE,,5.15,,,,02-May
US-Tw2,PPFD_IN,,4.47,,,,02-May
US-Tw2,PPFD_OUT,,4.47,,,,02-May
US-Tw2,SW_IN,,4.47,,,,02-May
US-Tw2,LW_IN,,4.47,,,,02-May
US-Tw2,LW_OUT,,4.47,,,,02-May
US-Tw2,SW_OUT,,4.47,,,,02-May
US-Tw2,RH,,5,,,,02-May
US-Tw2,NETRAD,,4.47,,,,02-May
US-Tw2,SWC_1_1_1,,-0.1,,,,02-May
US-Tw2,SWC_1_2_1,,-0.2,,,,02-May
US-Tw2,TA,,5,,,,02-May
US-Tw2,TS_1_1_1,,-0.02,,,,02-May
US-Tw2,TS_1_2_1,,-0.04,,,,02-May
US-Tw2,USTAR,,5.2,,,,02-May
US-Tw2,VPD_PI,,5,,,,02-May
US-Tw2,WD,,5.2,,,,02-May
US-Tw2,WS,,5.2,,,,02-May
US-Tw3,CH4,,2.8,GA_OP-LI-COR LI-7700,,,05-May
US-Tw3,CO2,,2.8,GA_OP-LI-COR LI-7500A,,,05-May
US-Tw3,FC,,2.8,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,05-May
US-Tw3,G,,-0.03,SOIL_H-Plate,,,05-May
US-Tw3,H,,2.8,SA-Gill Windmaster,,,05-May
US-Tw3,H_PI_F,,2.8,SA-Gill Windmaster,,,05-May
US-Tw3,H2O,,2.8,GA_OP-LI-COR LI-7500A,,,05-May
US-Tw3,LE,,2.8,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,05-May
US-Tw3,LE_PI_F,,2.8,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,05-May
US-Tw3,PPFD_IN,,1.5,RAD-PAR Quantum,,,05-May
US-Tw3,PPFD_OUT,,1.5,RAD-PAR Quantum,,,05-May
US-Tw3,PA,,,PRES-ElectBar,,,05-May
US-Tw3,SW_IN,,1.5,RAD-Pyrrad-SW+LW,,,05-May
US-Tw3,LW_IN,,1.5,RAD-Pyrrad-SW+LW,,,05-May
US-Tw3,LW_OUT,,1.5,RAD-Pyrrad-SW+LW,,,05-May
US-Tw3,SW_OUT,,1.5,RAD-Pyrrad-SW+LW,,,05-May
US-Tw3,RH,,2.6,RH-Capac,,,05-May
US-Tw3,NETRAD,,1.5,RAD-Pyrrad-SW+LW,,,05-May
US-Tw3,SWC_1_1_1,,-0.1,SWC-TDR,,,05-May
US-Tw3,SWC_1_2_1,,-0.2,SWC-TDR,,,05-May
US-Tw3,TA,,2.6,TEMP-ElectResis,,,05-May
US-Tw3,TAU,,2.8,SA-Gill Windmaster,,,05-May
US-Tw3,TS_1_1_1,,-0.02,TEMP-TCouple,,,05-May
US-Tw3,TS_1_4_1,,-0.16,TEMP-TCouple,,,05-May
US-Tw3,TS_1_5_1,,-0.32,TEMP-TCouple,,,05-May
US-Tw3,TS_1_2_1,,-0.04,TEMP-TCouple,,,05-May
US-Tw3,TS_1_3_1,,-0.08,TEMP-TCouple,,,05-May
US-Tw3,USTAR,,2.8,SA-Gill Windmaster,,,05-May
US-Tw3,VPD_PI,,2.6,RH-Capac,,Temp-ElectResis,05-May
US-Tw3,V_SIGMA,,2.8,SA-Gill Windmaster,,,05-May
US-Tw3,WD,,2.8,SA-Gill Windmaster,,,05-May
US-Tw3,WS,,2.8,SA-Gill Windmaster,,,05-May
US-Tw3,W_SIGMA,,2.8,SA-Gill Windmaster,,,05-May
US-Tw4,CH4,,5.36,GA_OP-LI-COR LI-7700,,,06-May
US-Tw4,CO2,,5.36,GA_OP-LI-COR LI-7500,,,06-May
US-Tw4,FC,,5.36,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,06-May
US-Tw4,FC_PI_F,,5.36,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,06-May
US-Tw4,FCH4,,5.36,GA_OP-LI-COR LI-7700,SA-Gill Windmaster Pro,,06-May
US-Tw4,FCH4_PI_F,,5.36,GA_OP-LI-COR LI-7700,SA-Gill Windmaster Pro,,06-May
US-Tw4,G,,-0.03,SOIL_H-Plate,,,06-May
US-Tw4,FH2O,,5.36,GA_OP-LI-COR LI-7500,,SA-Gill Windmaster Pro,06-May
US-Tw4,FH2O_PI_F,,5.36,GA_OP-LI-COR LI-7500,,SA-Gill Windmaster Pro,06-May
US-Tw4,H,,5.36,SA-Gill Windmaster Pro,,,06-May
US-Tw4,H_PI_F,,5.36,SA-Gill Windmaster Pro,,,06-May
US-Tw4,H2O,,5.36,GA_OP-LI-COR LI-7500,,,06-May
US-Tw4,LE,,5.36,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,06-May
US-Tw4,LE_PI_F,,5.36,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,06-May
US-Tw4,PPFD_IN,,4.5,RAD-PAR Quantum,,,06-May
US-Tw4,PPFD_OUT,,4.5,RAD-PAR Quantum,,,06-May
US-Tw4,P,,4.83,RAIN-TipBucGauge,,,06-May
US-Tw4,PA,,,PRES-ElectBar,,,06-May
US-Tw4,SW_IN,,4.5,RAD-Pyrrad-SW+LW,,,06-May
US-Tw4,LW_IN,,4.5,RAD-Pyrrad-SW+LW,,,06-May
US-Tw4,LW_OUT,,4.5,RAD-Pyrrad-SW+LW,,,06-May
US-Tw4,SW_OUT,,4.5,RAD-Pyrrad-SW+LW,,,06-May
US-Tw4,RH,,5,RH-Capac,,,06-May
US-Tw4,NETRAD,,4.5,RAD-Pyrrad-SW+LW,,,06-May
US-Tw4,TA,,5,TEMP-ElectResis,,,06-May
US-Tw4,TAU,,5.36,SA-Gill Windmaster Pro,,,06-May
US-Tw4,TS_1_1_1,,0,TEMP-TCouple,,,06-May
US-Tw4,TS_1_4_1,,-0.16,TEMP-TCouple,,,06-May
US-Tw4,TS_1_2_1,,-0.02,TEMP-TCouple,,,06-May
US-Tw4,TS_1_5_1,,-0.32,TEMP-TCouple,,,06-May
US-Tw4,TS_1_3_1,,-0.08,TEMP-TCouple,,,06-May
US-Tw4,USTAR,,5.36,SA-Gill Windmaster Pro,,,06-May
US-Tw4,USTAR_PI_F,,5.36,SA-Gill Windmaster Pro,,,06-May
US-Tw4,VPD_PI,,5,RH-Capac,,Temp-ElectResis,06-May
US-Tw4,V_SIGMA,,5.36,SA-Gill Windmaster Pro,,,06-May
US-Tw4,WTD,,,WTD-Press,,,06-May
US-Tw4,WD,,5.36,SA-Gill Windmaster Pro,,,06-May
US-Tw4,WD_PI_F,,5.36,SA-Gill Windmaster Pro,,,06-May
US-Tw4,WS,,5.36,SA-Gill Windmaster Pro,,,06-May
US-Tw4,W_SIGMA,,5.36,SA-Gill Windmaster Pro,,,06-May
US-Twt,CH4,,3.18,GA_OP-LI-COR LI-7700,,,06-May
US-Twt,CO2,,3.18,GA_OP-LI-COR LI-7500,,,06-May
US-Twt,FC,,3.18,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,06-May
US-Twt,FC_PI_F,,3.18,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,06-May
US-Twt,FCH4,,3.18,GA_OP-LI-COR LI-7700,SA-Gill Windmaster Pro,,06-May
